LimitExceeded,StepsCount,CaloriesConsumed,RoadTravelTime,PhoneCallTime,MaximumTemprature,Age,Weight
No,8109,2519,4,3,41,31,90
No,5986,2249,3,3,19,42,88
No,6514,2435,1,5,37,36,75
No,6862,2345,3,3,20,33,76
No,6720,2061,3,2,25,38,79
No,7757,2537,3,3,43,43,68
No,5846,2535,4,3,25,40,73
No,4796,2162,1,2,29,38,79
No,4241,1669,3,2,34,37,77
No,6955,2531,2,3,32,42,65
No,6152,2610,3,3,34,38,81
No,5573,2523,3,3,39,44,67
No,6646,2107,3,3,8,38,53
No,5699,2065,5,4,24,30,73
No,6444,2632,2,3,17,35,63
No,3378,2286,3,3,27,40,78
No,7110,2513,4,4,42,27,57
No,4538,2965,3,3,29,26,67
No,6797,2156,4,4,35,38,80
No,5531,1845,4,3,27,39,71
Yes,5487,2365,2,3,12,50,89
No,4550,2008,2,3,32,38,82
No,6031,2535,4,2,24,35,88
No,6465,1678,3,3,23,42,77
No,7007,1768,3,2,23,42,70
No,8283,2279,3,3,34,43,69
No,4943,1919,2,3,25,42,93
No,8719,2765,2,2,37,38,56
No,3647,2475,3,2,30,39,70
No,7507,1763,1,4,26,41,81
No,5130,1959,4,3,30,38,57
No,4286,1927,2,4,22,37,69
Yes,7452,2680,5,3,25,43,81
No,5934,2269,3,3,23,38,69
No,4686,2502,2,2,34,35,78
No,5605,2068,2,3,33,50,83
No,5964,2357,5,4,26,40,61
No,7772,2044,4,3,41,39,70
No,5940,1548,2,3,25,40,94
Yes,2923,1887,4,2,29,44,85
No,2089,2270,5,2,28,42,68
No,3628,2214,2,3,39,40,76
No,4346,1956,2,2,33,44,77
No,6060,2104,0,3,26,43,78
No,5914,1994,4,4,7,32,78
Yes,5739,2329,4,3,24,42,81
No,7095,2049,4,3,38,37,74
No,5142,2013,4,4,21,38,72
No,4605,3026,2,4,21,45,70
No,6652,2359,4,3,24,44,66
No,7090,2445,3,2,47,43,64
No,5466,1631,2,2,32,38,79
Yes,4607,2427,3,4,17,39,88
No,6562,2180,3,3,41,34,73
No,7899,1738,2,3,22,38,64
No,3877,2128,2,5,28,45,74
No,6273,2469,5,2,34,43,55
No,7752,2479,4,2,16,31,79
No,6630,2691,3,2,24,44,95
Yes,4860,2336,3,4,10,47,59
No,7060,2132,3,3,18,42,71
No,6268,2395,3,3,25,35,71
No,5531,2302,3,3,37,35,73
No,5991,2996,3,4,26,47,59
No,4849,2513,4,2,27,40,80
No,8368,2115,3,2,33,40,80
No,7874,1662,1,3,17,40,83
No,7519,2456,2,2,29,40,70
No,6850,2420,3,2,28,44,72
No,8188,2346,5,4,26,37,67
No,6615,2223,4,2,36,41,69
No,4507,2411,2,3,21,45,91
No,4661,2003,4,3,22,41,72
No,4999,1718,3,3,28,34,68
No,7824,2585,3,3,25,40,75
No,7540,2351,2,4,10,45,72
No,6995,2840,4,4,22,44,72
No,7072,2261,3,3,18,38,77
Yes,4484,2897,2,3,26,44,98
No,7372,1979,6,2,18,40,60
No,6436,2704,2,2,27,34,92
No,5854,3208,2,2,30,38,75
No,4963,2284,3,3,12,38,75
No,4180,2260,3,3,34,43,74
No,5666,2308,2,3,35,46,88
No,3880,2458,3,3,26,33,71
No,8439,2003,4,3,25,44,91
No,9595,1761,4,4,35,39,93
No,7527,2650,4,3,41,31,58
Yes,5351,2314,3,3,8,38,94
No,6838,1952,3,4,26,41,78
Yes,5283,1845,6,5,4,36,77
No,5950,2081,3,3,19,40,76
No,6016,1892,2,3,11,40,75
No,7698,2721,1,2,29,39,68
No,6439,1946,1,4,19,44,75
No,5157,2267,3,2,15,31,67
No,5704,2529,1,4,13,38,52
No,5718,2066,6,3,25,44,79
No,7594,2079,3,2,41,41,68
No,6673,2532,2,3,33,35,74
No,5981,2399,2,3,23,32,84
No,6617,2421,4,2,26,38,54
No,7387,2307,3,3,42,45,73
Yes,5423,2490,3,4,15,53,72
No,3749,2487,2,3,20,35,59
No,3624,2254,4,4,24,35,74
No,8807,2249,3,3,23,39,77
No,6236,2344,3,4,27,36,75
No,4683,2118,3,3,30,47,62
Yes,4118,2549,2,4,15,51,63
No,6656,2947,4,3,19,43,66
Yes,5760,2236,4,2,10,38,81
No,3573,2616,2,2,28,46,80
No,7344,2450,5,2,36,47,85
No,6809,2191,2,2,14,42,72
No,3391,2341,2,3,29,38,56
No,7535,2026,2,3,41,41,72
No,6352,2041,1,3,32,41,69
No,4484,2049,4,3,43,42,60
No,5823,2713,3,2,13,37,66
No,5657,2335,4,3,23,40,99
No,5445,1821,4,4,19,44,73
No,7222,2091,3,4,27,42,79
Yes,3162,2381,2,3,16,43,70
No,8314,1532,2,3,47,39,88
No,2950,2246,2,2,32,45,78
No,4059,2524,5,2,29,46,58
No,4942,1954,4,4,30,37,72
No,2704,1713,3,2,30,34,67
No,3345,2070,4,4,23,44,89
No,5556,2302,2,4,33,38,94
No,6609,1913,2,3,26,42,78
No,6336,2229,1,4,30,45,84
No,5995,1921,3,4,30,43,68
No,4045,2777,3,2,27,34,60
No,4850,2573,3,2,31,33,84
No,5996,2608,1,3,33,46,67
No,5269,1774,4,4,21,39,63
No,5569,1766,3,3,22,42,69
Yes,3417,2431,4,3,27,36,80
No,3211,1864,3,2,40,36,69
No,8071,2651,3,3,9,37,75
No,5964,2053,3,4,23,41,75
No,7154,2408,4,3,11,39,79
No,6623,2376,3,2,26,44,70
No,2678,2383,2,2,35,34,93
No,4860,2308,4,3,26,47,86
No,7817,2277,4,2,19,36,63
No,6992,2524,2,3,34,51,78
No,6281,1781,3,2,23,33,64
No,8312,2208,4,3,35,43,57
No,5355,1952,3,2,34,38,96
No,7601,2256,2,3,14,38,84
Yes,3983,2174,4,3,23,44,100
No,6609,2484,2,4,27,44,59
No,4304,1963,2,2,24,38,77
No,8269,2532,2,3,14,44,85
No,6929,2420,3,2,28,33,63
No,5158,1882,2,3,25,43,92
No,5822,2079,4,3,44,36,59
No,6420,2318,2,4,16,47,61
No,7283,1899,3,2,19,39,79
No,5958,2665,3,2,36,44,66
No,7216,2180,2,4,25,46,69
No,5154,3307,3,2,30,42,80
No,5303,2432,3,2,34,32,75
No,6144,1353,5,4,37,39,78
No,5485,2168,2,3,18,40,89
No,6110,2270,3,3,25,35,67
No,4173,2300,3,3,32,45,65
No,5056,2232,3,4,27,37,78
No,6158,2034,2,2,29,37,86
Yes,4764,1880,4,4,3,40,82
No,5089,2766,4,3,24,38,73
No,8294,2074,2,3,22,41,82
Yes,5839,2478,3,4,6,45,89
No,7070,1946,2,3,32,45,89
No,5037,2614,1,3,35,42,90
No,6087,2653,4,3,30,39,72
No,6832,2559,2,3,32,38,55
Yes,4793,2440,3,3,22,42,82
No,5967,2175,2,3,31,44,78
No,7473,2356,1,3,18,37,80
No,7815,2358,5,5,20,43,67
No,5763,2817,2,3,39,45,83
No,6840,2299,3,3,44,30,75
Yes,5466,2916,4,3,12,44,80
No,4028,2167,2,3,13,41,74
No,3733,2061,2,3,23,49,85
No,6350,2229,3,2,38,33,97
No,5879,2351,3,3,15,39,80
No,5633,2593,2,3,25,38,80
No,2669,2330,4,3,30,38,83
No,6206,2645,3,3,31,42,86
No,7489,2404,3,3,29,41,61
No,7029,2141,4,4,23,32,97
No,10663,2074,3,3,14,25,96
No,7199,2330,3,4,16,45,75
No,5571,2365,1,2,18,45,74
No,7219,2095,1,3,24,40,71
No,8541,2535,3,4,19,50,89
No,5925,2524,2,3,42,44,89
No,7320,2364,3,2,41,48,86
No,8774,2388,2,3,40,45,88
Yes,4214,2290,3,3,18,42,87
No,4438,2204,3,2,18,31,70
No,5328,2311,5,3,32,44,81
No,8295,1478,3,4,20,47,77
No,5990,2070,3,3,16,44,98
No,3196,2213,3,2,33,37,106
No,8102,2288,3,3,37,35,77
No,4413,1625,5,3,25,41,73
No,7598,2466,2,3,23,45,75
No,5270,2076,4,4,36,46,70
No,5973,2572,5,3,24,35,78
No,6058,2055,2,2,26,37,68
No,6642,2021,3,4,34,38,85
No,9406,2789,2,4,29,43,77
Yes,6384,2632,4,2,13,41,89
No,4749,2094,5,2,34,42,76
No,6960,2025,4,3,19,33,81
No,6345,2339,1,3,39,43,73
No,5619,2238,2,3,11,41,61
No,5396,2523,2,3,21,40,76
Yes,4636,2055,4,3,15,36,94
Yes,3022,3128,5,3,28,35,89
No,6388,2089,2,3,48,35,72
No,6637,1980,5,4,22,36,83
No,6700,2438,4,5,26,35,81
Yes,4320,2420,4,4,35,42,79
No,6178,2545,1,3,28,47,79
No,5106,2380,1,3,10,43,73
No,4761,2178,5,2,30,37,95
No,5466,2113,5,4,27,50,70
No,7971,1790,4,2,31,44,63
Yes,3812,2453,5,3,26,43,69
No,5199,2877,3,4,23,40,67
No,6741,2299,3,4,31,48,81
No,6461,2633,1,3,24,37,69
Yes,3510,2569,3,2,16,48,81
No,9168,2067,2,3,36,41,74
No,7918,1972,1,3,17,37,72
No,6045,1965,1,3,26,44,84
No,3357,2773,2,3,40,42,81
No,5705,2419,2,3,33,43,76
No,7476,2232,2,3,20,39,77
No,5923,1920,4,5,14,37,75
No,4727,2208,2,1,12,52,78
No,5433,2462,4,4,20,36,81
Yes,3656,2032,2,3,6,43,79
Yes,2122,2270,3,3,16,41,74
No,8223,2389,2,2,19,31,75
No,7814,2183,3,3,26,37,70
No,7060,2098,2,2,23,42,64
Yes,2580,2777,4,3,20,42,80
No,7607,2016,4,4,30,34,72
No,6036,2165,1,2,19,32,83
No,7251,2187,2,4,29,40,71
Yes,3904,2337,3,3,13,34,85
No,7352,2461,4,4,37,34,71
No,6431,2395,2,3,28,44,76
No,8074,2632,3,2,42,33,77
No,4658,2320,4,4,46,33,84
Yes,4465,2068,4,4,29,51,88
No,5213,1868,3,3,18,35,83
No,4711,2722,2,3,30,38,73
No,7366,2661,4,3,35,34,89
No,6161,2098,2,3,32,34,57
No,7528,2671,3,3,44,45,89
No,2469,2044,2,4,35,36,94
No,6281,2131,3,2,10,42,88
No,6838,2362,3,4,40,50,63
No,7602,1519,3,3,-4,39,90
No,6112,2477,3,5,31,43,78
No,5019,1791,3,3,21,35,83
No,7108,2161,3,4,25,41,59
No,6676,2379,2,3,29,39,71
No,6782,1872,2,2,27,41,51
No,5307,2268,5,3,25,40,81
No,8137,2197,3,3,23,40,77
No,3829,2044,3,2,26,40,61
Yes,2154,2182,2,4,21,43,70
No,8340,2460,4,2,20,53,81
No,7726,2897,5,3,27,34,61
No,6674,2719,4,4,29,45,96
No,5077,2275,4,3,35,37,74
No,6366,2236,3,5,18,45,87
No,4562,2371,2,1,25,47,75
No,5629,2096,2,5,22,37,87
No,5499,2166,3,3,34,38,77
No,4943,1773,5,3,22,39,85
No,4431,2269,3,2,33,43,85
No,6909,2125,4,4,18,40,81
No,7218,2190,3,4,36,30,92
No,5850,2360,2,4,19,42,75
No,5494,2350,3,2,12,30,57
No,7606,2065,0,3,13,38,74
No,4957,2172,3,3,17,39,75
No,6648,2897,1,3,31,42,61
No,5085,2150,4,3,23,41,71
No,4220,2257,4,3,44,32,72
No,5535,1824,3,4,50,47,76
No,3128,1991,3,2,23,38,83
No,6085,1946,0,1,33,37,62
No,6956,2149,4,4,32,39,95
No,9191,2725,2,3,14,43,67
No,6049,2087,3,3,26,35,59
No,7771,2415,2,4,24,35,78
No,6954,2459,4,3,13,31,62
No,6991,2184,4,2,37,38,63
No,5686,2533,2,1,21,39,83
Yes,2936,1980,3,4,14,49,69
No,7342,2336,4,2,11,48,77
No,6528,2438,0,2,33,38,85
No,5920,2274,3,4,39,37,79
No,6234,2254,4,3,26,50,64
No,4774,2206,3,3,22,37,78
No,6740,2343,5,2,33,40,85
No,5575,2591,4,2,37,35,53
No,6662,2070,3,4,37,37,73
No,3917,2376,3,3,23,40,77
No,7883,2610,2,4,16,40,62
No,6574,2647,4,3,31,38,62
No,7490,2160,0,2,32,36,55
No,5826,2497,1,3,17,35,97
No,7582,2227,2,2,17,48,94
No,5456,2406,3,3,29,36,82
No,4389,1961,3,3,19,45,77
No,5994,2286,2,3,16,40,73
No,9103,2253,2,4,21,38,91
No,5636,2406,2,3,23,39,70
Yes,3952,2642,5,2,29,36,105
No,6450,2005,3,4,32,49,83
No,7304,2094,2,2,9,45,68
No,4939,2072,3,3,33,47,70
Yes,4358,2004,2,3,18,37,82
No,5847,2815,3,4,50,47,77
Yes,4735,2088,2,3,8,43,72
No,8800,2154,3,3,40,44,100
No,6437,2384,4,2,40,41,87
No,5675,2062,2,3,40,39,58
No,6103,2470,4,2,22,49,88
No,6507,2277,3,2,35,50,61
No,4722,2170,3,4,34,38,75
No,5169,2028,4,3,21,35,72
No,6324,1929,3,3,35,41,63
No,5209,1795,3,3,27,46,87
No,5022,2638,3,3,16,32,73
No,5189,1984,3,2,36,40,57
No,6477,2617,4,3,48,34,81
No,3262,1436,3,3,17,39,78
No,4789,2156,4,4,19,31,67
No,7119,2123,1,2,37,38,72
No,3830,2436,3,3,33,42,79
Yes,1866,2333,1,4,26,49,87
No,6728,2146,5,2,58,29,78
Yes,3788,2138,4,3,23,45,83
No,5354,2020,3,2,36,37,77
No,7609,2673,3,4,22,45,70
No,6211,2221,3,2,25,40,82
No,6396,3144,2,4,40,51,72
No,6419,1987,2,2,24,39,84
No,5840,1774,3,2,16,41,85
No,7739,2419,2,1,21,39,61
No,6853,2701,5,2,28,37,90
No,6004,2465,3,1,37,46,78
No,2414,2498,1,3,29,48,73
No,4115,1850,1,4,8,37,86
No,6543,2241,4,3,29,43,89
No,4361,2284,1,3,29,33,65
No,7689,2627,1,4,42,40,83
No,7523,2030,1,3,30,40,84
No,4658,1996,1,3,33,38,71
Yes,4817,2417,1,3,20,50,83
No,6377,2197,4,3,25,41,80
Yes,5270,2750,3,4,21,46,72
No,5767,2286,3,5,22,48,74
No,8446,2113,2,3,28,43,89
No,8652,2439,3,3,30,39,56
No,7089,2998,5,2,32,41,68
No,7826,2262,3,4,30,41,72
No,4356,2618,2,3,24,45,74
No,7800,1967,2,2,8,49,57
No,8846,2407,4,3,26,47,78
Yes,3733,1694,4,4,13,45,87
No,8045,2703,4,4,24,39,53
No,4139,2240,3,3,31,37,61
No,7271,2350,1,4,44,39,75
No,8843,1936,1,4,19,46,62
No,5955,2262,3,2,24,44,84
No,6554,2019,4,3,14,36,89
Yes,4173,2460,4,4,12,34,76
No,5528,1922,3,3,20,39,68
No,5049,2618,3,3,26,40,73
No,5751,2135,3,3,43,43,92
No,4755,2704,2,3,24,42,61
No,8284,1893,2,2,15,39,66
No,4064,2237,3,3,43,45,62
No,8416,2501,2,3,44,38,62
No,6355,2143,3,2,26,38,86
No,4801,2631,3,2,39,38,75
No,8021,2269,2,5,26,36,69
No,6844,2235,3,2,16,42,75
Yes,3341,2095,2,4,21,39,71
No,6039,2292,4,2,19,33,79
No,7500,2566,3,2,19,40,73
No,5231,2178,2,3,33,41,91
No,6444,2326,2,3,18,37,86
Yes,5355,2254,2,4,17,38,84
No,6583,2093,3,3,37,39,70
No,6845,1953,3,4,20,40,71
No,7158,2319,4,2,38,40,74
No,4856,2247,4,2,29,37,86
No,5169,2395,4,3,29,29,86
No,5123,2224,2,2,48,37,97
No,8358,2306,3,3,7,37,77
No,6746,2512,3,5,17,39,70
No,4429,1979,-1,3,25,32,79
No,5574,2524,3,2,27,46,74
No,2860,2072,3,2,22,34,75
No,5166,2019,2,3,16,36,66
No,5351,2318,2,3,34,35,61
No,7223,2795,4,3,29,36,97
No,5858,2420,4,4,28,42,88
No,5241,1953,5,2,12,39,73
Yes,5957,2003,3,3,5,39,81
No,7679,2293,3,4,28,41,86
No,3671,1379,4,3,17,38,74
No,5056,2119,5,4,29,41,73
Yes,4847,1988,4,1,1,35,91
No,3447,2199,3,3,38,48,78
No,6202,2907,4,4,26,39,78
No,2794,2255,3,5,22,35,65
No,3718,2354,5,3,30,35,80
No,6970,1839,3,3,44,43,82
No,7707,2633,4,3,12,40,77
Yes,3971,2244,2,4,19,47,72
No,7180,2427,3,4,31,41,78
No,5098,2042,4,2,31,38,69
No,10112,2032,4,4,35,44,87
No,7945,2412,3,3,18,44,86
No,7891,2095,4,2,28,45,76
No,4708,1822,4,3,45,41,79
No,7068,1933,2,4,22,42,77
No,5059,2509,4,3,57,37,78
No,5725,2440,4,3,33,42,92
Yes,3806,2436,4,4,18,48,79
No,5626,2689,3,3,32,43,72
No,6022,2565,2,3,33,43,69
No,4116,2160,3,2,31,36,85
No,7728,2274,4,3,44,51,72
No,8585,1643,4,2,25,40,88
No,7572,1940,2,4,38,35,81
No,7757,2304,2,3,30,40,88
No,4493,2811,3,1,34,44,56
No,6019,1667,3,3,18,47,88
No,7340,2492,4,4,47,38,73
No,5940,2319,3,4,27,49,78
No,4571,2418,4,3,31,42,73
No,7101,2145,4,2,26,38,57
No,7829,2274,1,2,15,43,74
No,7016,2359,1,3,22,48,86
No,6255,1782,3,2,35,32,63
No,4912,2158,2,3,23,40,82
Yes,4261,2324,2,4,13,44,73
No,7825,2281,1,3,24,39,94
No,7281,1970,3,3,19,41,85
No,5493,2017,2,3,38,41,77
No,5889,2217,2,3,16,30,84
No,5299,3011,4,2,28,45,75
No,6134,2545,2,3,20,37,90
No,5147,2206,1,3,18,39,78
No,7395,2555,4,3,30,41,83
No,8077,2620,5,4,35,32,78
No,5105,2161,2,3,28,42,74
No,5776,2451,3,4,29,41,74
No,5702,2694,1,2,25,39,61
No,6314,2639,3,4,19,47,86
No,5767,2017,3,5,31,37,81
No,4712,2324,1,3,29,31,72
No,6718,2335,2,4,12,32,76
No,4654,2297,3,2,17,39,75
No,5760,1993,2,3,41,36,67
No,4493,2674,4,2,25,40,86
Yes,3184,2594,2,4,28,43,84
No,4538,2875,5,4,27,42,51
No,5548,2092,2,2,38,50,82
No,5149,2110,3,3,37,37,73
Yes,4548,1862,4,3,10,37,91
No,4536,2412,2,3,20,38,80
No,6818,2133,5,2,29,36,82
No,3522,2324,1,2,15,38,59
No,4301,2294,2,3,14,39,73
No,7590,1715,3,4,26,38,67
No,5386,2278,1,4,26,37,64
No,6613,2013,1,3,23,34,86
No,4977,1883,5,2,17,44,79
No,4758,2641,2,3,37,38,74
No,6081,2392,2,3,42,42,85
No,3006,2039,3,4,31,42,76
No,5757,2623,2,3,27,30,72
No,4474,2150,3,3,33,43,88
No,5585,2014,3,3,5,43,76
Yes,2242,2447,4,3,22,44,73
No,6231,2690,3,3,33,40,72
No,8061,1213,4,3,28,46,80
No,4513,1856,3,3,16,43,76
No,5509,2242,3,3,16,44,94
No,8458,2358,3,3,25,41,62
No,8135,2475,1,4,27,34,57
No,6600,2529,1,3,11,38,71
No,8134,2528,3,2,42,33,76
No,3862,1945,2,4,25,44,100
No,4430,2549,3,3,26,50,66
No,4586,3311,2,2,40,42,69
No,9170,2067,1,4,50,38,77
No,8548,2425,4,3,26,32,65
Yes,6007,2628,4,2,9,43,89
No,6815,2634,4,2,29,34,95
No,9070,2869,1,2,28,43,93
No,6020,3271,3,2,29,43,78
No,8035,2279,3,3,17,46,78
No,7127,2429,3,4,12,40,73
No,5403,2531,3,3,36,44,71
No,8548,2222,3,3,41,39,70
No,5464,2144,3,2,50,48,83
Yes,4363,2393,4,3,2,40,82
No,9534,2155,3,3,23,37,71
No,4301,2654,3,4,26,38,69
No,3424,2484,2,2,22,46,71
No,8026,2045,3,2,18,35,86
No,4412,2376,3,1,45,37,77
No,7106,2647,4,3,34,45,63
No,8920,2054,4,3,25,33,84
No,6185,2036,5,4,19,35,85
No,5709,2261,3,4,36,44,77
No,7116,2635,3,3,22,45,77
No,6023,2525,3,2,20,36,83
No,8966,2051,4,3,32,32,55
No,6205,1951,3,2,30,38,82
No,4156,2231,2,4,17,45,83
No,6493,2188,3,3,4,47,60
No,6325,2139,3,3,31,41,76
No,8910,2453,3,3,25,42,82
No,7125,2146,3,3,39,39,63
No,6785,2725,4,4,25,43,69
No,3134,2248,4,3,21,34,82
No,2763,2368,2,3,29,31,70
No,5871,2840,4,4,24,45,75
Yes,4750,2790,3,3,25,44,86
No,6622,2102,3,3,39,38,60
No,4717,1748,4,3,25,35,62
No,7032,2101,3,2,16,41,72
No,6921,2788,2,2,38,36,73
No,4116,2126,4,2,27,40,68
No,5200,2283,2,2,21,39,71
No,6711,2726,4,3,52,40,64
No,7588,2470,2,3,16,43,72
No,5464,2413,4,3,53,42,62
Yes,4448,2595,3,3,7,38,78
No,7407,2512,2,2,20,45,92
No,4940,2522,1,3,42,43,64
No,5273,2375,4,4,23,42,72
No,5448,1957,4,2,27,31,88
No,6929,2303,1,4,38,43,76
No,3141,2586,2,3,25,38,64
No,4847,2879,3,2,29,47,70
Yes,4662,2363,3,3,22,37,83
No,6095,2544,3,4,45,37,76
No,9129,2537,2,3,27,32,88
No,7206,3090,3,2,24,44,73
No,6825,2005,6,2,36,38,66
No,6064,2418,4,3,31,42,84
No,6703,2231,3,3,30,43,78
No,6192,2187,2,3,22,52,86
No,8207,2425,3,3,30,48,99
No,6564,2517,4,5,34,42,77
No,6949,2345,3,4,23,36,80
No,6488,2272,3,3,31,41,82
No,5868,2621,4,2,29,41,88
No,4576,1830,3,3,33,46,79
No,4706,1965,2,2,25,36,77
Yes,3884,2750,4,2,24,45,76
No,6843,2915,3,3,20,42,71
Yes,5473,2938,4,3,8,39,75
No,8174,2045,5,3,36,34,71
No,6456,1698,2,3,30,41,74
No,2922,2104,4,2,24,29,73
No,5783,2281,2,4,23,33,64
No,7511,1764,5,2,23,35,76
No,3845,1896,2,4,28,44,75
No,6742,1749,3,3,21,39,78
No,6678,2423,4,4,33,42,70
No,6096,1995,2,3,39,43,62
No,7765,2305,4,3,34,44,71
No,5003,2379,4,4,33,35,56
No,4568,1779,2,2,29,40,73
No,6238,2816,3,3,28,46,65
No,6890,2224,4,2,36,41,74
No,5723,2731,4,4,34,37,71
No,5900,2527,2,3,24,41,72
No,5662,1825,1,2,32,44,82
No,3821,2666,2,3,37,48,79
Yes,3159,2588,2,4,23,40,66
No,8022,2225,3,3,32,38,82
No,4585,2859,2,3,32,47,65
No,6461,2357,0,3,24,37,85
Yes,2885,1945,5,3,12,41,75
No,6803,2334,4,3,20,31,87
No,3683,2225,4,4,55,37,75
No,6411,2167,3,3,18,27,84
No,5225,2407,3,2,36,39,76
No,6909,2364,1,3,4,41,93
No,4406,2554,4,3,41,40,76
No,6347,1696,2,2,17,35,68
No,6287,2664,2,3,19,32,80
No,4726,2644,3,3,33,39,52
No,5876,2513,3,1,37,44,84
No,6405,2735,3,3,18,43,74
No,8725,2676,3,4,21,39,92
No,4898,2160,3,2,24,43,67
No,6551,2382,5,3,19,41,70
Yes,4343,2803,4,4,31,34,81
No,4445,2535,3,2,35,44,66
No,8077,1867,3,5,32,38,65
No,4543,2241,4,3,16,41,68
No,6374,2353,3,4,21,35,93
No,6120,2648,5,3,25,46,77
No,5389,1949,2,3,21,38,72
No,8782,2109,4,2,26,29,65
No,5738,2527,3,2,25,39,64
No,7643,2280,4,3,37,38,69
No,5912,2480,3,3,28,38,82
No,4992,2533,4,3,28,33,77
No,5804,1954,2,3,30,40,76
No,6149,2005,4,2,29,39,71
No,8262,2321,4,3,26,41,64
No,5274,1932,3,3,30,34,80
No,6809,2356,2,3,41,41,79
No,6754,2423,5,3,35,45,79
Yes,4265,2068,4,3,3,43,84
No,4277,2546,3,3,12,40,70
No,8264,2428,3,2,22,42,83
No,6657,2624,4,4,24,39,62
No,5786,1912,5,2,29,43,76
Yes,5145,2011,4,2,-1,36,72
No,7129,2092,3,3,36,51,67
No,7181,2593,2,3,35,48,79
No,6321,1775,2,2,-6,40,73
No,5683,1933,2,3,44,38,73
No,4702,2294,3,5,32,30,70
No,7495,2176,5,2,20,37,77
No,5749,2585,3,3,20,37,74
No,7670,2694,2,2,34,40,80
No,7843,2103,4,3,19,43,70
No,4349,2102,3,3,25,43,69
No,3652,2217,1,3,25,39,85
No,6866,2379,3,4,33,45,73
No,5828,2071,2,3,31,45,67
No,4654,2647,3,3,20,46,68
No,8574,2422,3,2,25,42,77
No,8020,2271,2,3,20,45,71
No,7021,1774,2,3,29,30,72
No,6081,2518,3,4,44,44,74
No,6678,2429,4,2,16,34,73
No,7750,2194,2,4,29,46,72
No,6493,2427,3,2,14,40,87
No,7477,2213,1,3,30,45,84
No,7947,2902,4,3,13,35,67
No,7806,2218,3,2,31,50,67
No,5702,2250,3,3,20,41,73
No,6846,2050,3,4,16,37,70
No,5525,2403,3,2,27,40,54
No,6550,2596,2,4,29,47,74
Yes,5288,2579,4,3,4,47,54
No,5212,2690,4,2,35,34,69
No,5932,2318,3,3,38,33,72
Yes,4659,2763,2,3,20,45,62
No,5700,2411,2,2,40,36,74
No,5815,2506,4,2,30,40,76
No,5028,2286,3,4,35,47,69
No,7933,2467,2,1,12,42,95
Yes,4045,2981,5,3,29,44,72
No,8568,2359,2,3,12,33,75
No,6101,2336,4,3,35,40,79
No,5920,2496,2,3,34,40,87
No,6959,2016,4,3,26,35,72
Yes,5919,2141,4,2,10,38,105
No,6710,2095,2,3,11,46,82
No,5906,1961,3,3,7,34,76
No,2532,1922,2,2,33,42,89
No,3585,2235,3,3,33,40,72
No,8147,2388,3,4,27,36,78
Yes,5750,2340,6,2,13,43,70
No,7989,2241,3,4,21,44,87
No,5107,2662,-1,2,34,36,77
No,6109,2387,2,2,18,42,88
No,8080,2278,4,2,22,31,88
No,8199,1754,4,3,30,43,67
No,7513,2168,3,2,25,38,53
No,8742,1938,3,3,22,44,84
No,8184,2382,2,4,14,40,86
No,6613,1824,1,3,37,38,82
No,7344,2588,3,2,28,39,51
No,6083,2516,3,3,34,42,88
No,5852,2338,2,2,33,29,77
No,8966,1739,4,4,24,41,81
No,8011,2296,2,4,19,42,58
Yes,4994,2355,4,3,18,44,102
Yes,4956,2990,5,3,25,38,69
No,6641,2352,3,3,33,33,82
No,6209,2129,2,4,17,39,74
No,7555,2249,3,3,29,34,70
No,5275,2382,3,3,23,39,69
No,6246,2815,2,4,15,39,93
No,7201,2584,2,2,26,37,91
Yes,3059,2973,2,3,30,33,88
No,5598,2792,4,4,24,43,70
No,6238,2188,3,4,13,35,84
No,2283,2302,2,3,34,39,64
No,5507,2094,5,4,39,42,60
No,3391,2080,-1,3,28,30,76
No,7133,2512,1,4,24,42,85
Yes,4354,2842,4,3,29,40,53
No,5656,2020,2,2,26,34,82
No,3667,2343,2,3,23,38,71
No,7385,1983,3,2,31,41,80
No,5535,2409,2,3,13,44,76
No,7700,2146,2,2,14,36,77
No,6482,2061,3,3,31,44,89
No,5431,2481,3,2,23,37,52
No,5580,2113,3,2,18,43,81
No,6022,2416,3,3,33,30,64
No,5276,2680,3,3,36,47,81
No,6037,2110,3,4,20,46,80
No,5256,2106,3,2,20,36,56
No,6424,2240,1,3,6,41,68
No,7266,2715,2,4,29,42,84
No,3095,1776,2,4,50,34,70
No,5242,2520,2,4,25,32,87
No,5500,2605,3,4,23,38,95
No,8803,2096,4,4,18,47,81
No,7203,2409,2,3,35,46,88
No,8484,2206,4,3,15,43,74
No,6362,2485,2,3,18,45,73
No,6454,2375,5,3,20,44,80
No,3902,2252,2,2,31,38,70
No,7940,2551,3,3,35,40,69
Yes,3971,2169,4,3,12,40,70
No,5374,2019,3,4,24,45,75
Yes,3904,2385,4,3,25,47,77
No,4823,2361,2,3,16,45,74
Yes,4427,2763,3,3,17,40,69
No,6979,2162,4,2,35,43,76
No,5220,2320,4,2,8,59,65
No,7412,3055,2,4,25,45,74
No,5821,2063,4,3,21,41,71
No,5679,1914,2,3,13,41,80
No,5678,2479,3,3,35,41,74
No,6423,2368,3,2,27,42,77
No,7677,2237,4,3,11,41,88
No,5260,2557,4,4,35,41,62
No,5490,1883,2,2,33,42,71
Yes,7410,2160,5,3,2,36,89
