Purchased,Discount,DaytoTravel,NoOfPassange,TravelTime,DOW,TimeOfDay,FreFlyer,ReturnTicket
No,26,10,0,6,Saturday,Evening,No,Yes
YES,35,5,4,3,Sunday,Overnight,No,Yes
No,34,3,0,5,Monday,Early Morning,Yes,No
YES,23,16,5,3,Saturday,Evening,No,No
No,17,18,4,9,Friday,Afternoon,No,No
No,23,14,1,2,Saturday,Overnight,No,Yes
YES,20,13,3,10,Saturday,Evening,No,Yes
No,19,17,5,4,Wednesday,Forenoon,No,No
YES,17,17,2,6,Monday,Early Morning,Yes,No
YES,29,14,5,2,Saturday,Evening,No,No
No,18,20,3,2,Wednesday,Morning,No,No
No,26,5,3,4,Friday,Evening,No,No
No,16,9,1,8,Saturday,Evening,No,No
YES,27,16,3,1,Saturday,Evening,No,No
YES,36,8,3,6,Thursday,Forenoon,No,No
No,31,13,2,10,Tuesday,Morning,No,No
YES,18,19,2,2,Thursday,Afternoon,No,No
YES,24,14,0,5,Sunday,Overnight,No,Yes
YES,26,4,3,4,Monday,Early Morning,Yes,No
YES,21,4,4,1,Monday,Early Morning,Yes,No
YES,33,12,5,1,Sunday,Overnight,No,Yes
YES,24,2,0,3,Saturday,Evening,No,No
No,21,12,3,5,Saturday,Evening,No,No
No,28,15,4,6,Friday,Afternoon,No,No
YES,28,19,3,10,Saturday,Evening,No,No
No,20,12,3,3,Saturday,Evening,No,No
YES,32,18,0,6,Thursday,Afternoon,No,No
No,28,20,2,4,Tuesday,Morning,No,No
No,24,14,3,4,Wednesday,Forenoon,No,No
No,10,5,1,4,Wednesday,Forenoon,No,No
YES,22,6,4,6,Monday,Early Morning,Yes,No
No,27,12,4,3,Thursday,Afternoon,No,No
YES,32,9,4,7,Monday,Early Morning,Yes,No
No,26,9,3,2,Saturday,Evening,No,Yes
No,24,8,2,8,Sunday,Overnight,No,Yes
No,14,6,3,1,Tuesday,Morning,No,No
YES,31,6,1,7,Thursday,Afternoon,No,No
YES,22,4,4,2,Tuesday,Morning,No,No
No,25,2,2,9,Friday,Evening,No,No
No,27,4,2,1,Thursday,Forenoon,No,No
No,25,3,3,8,Wednesday,Forenoon,No,No
No,23,19,4,3,Wednesday,Forenoon,No,No
No,25,5,4,6,Saturday,Evening,No,No
YES,16,6,1,8,Thursday,Forenoon,No,No
YES,21,13,1,6,Thursday,Forenoon,No,No
YES,26,3,2,6,Sunday,Overnight,No,Yes
YES,21,2,3,8,Friday,Afternoon,No,No
YES,26,2,1,8,Monday,Early Morning,No,No
YES,35,15,4,4,Sunday,Overnight,No,Yes
No,18,9,4,9,Saturday,Evening,No,Yes
YES,24,6,2,9,Sunday,Overnight,No,Yes
YES,32,8,3,7,Monday,Early Morning,No,No
YES,15,6,1,9,Monday,Early Morning,Yes,No
No,26,12,2,10,Friday,Evening,No,No
No,30,16,1,7,Wednesday,Morning,No,No
No,38,12,0,10,Thursday,Forenoon,No,No
YES,27,16,2,8,Saturday,Evening,No,Yes
No,23,7,2,2,Tuesday,Early Morning,No,No
YES,27,10,3,3,Monday,Early Morning,Yes,No
No,32,15,4,6,Wednesday,Forenoon,No,No
YES,28,11,0,2,Monday,Early Morning,Yes,No
No,30,11,4,3,Wednesday,Forenoon,No,No
No,23,15,4,8,Friday,Afternoon,No,No
YES,25,12,3,6,Thursday,Afternoon,No,No
YES,32,11,4,8,Friday,Afternoon,No,No
No,24,10,5,8,Saturday,Overnight,No,Yes
YES,21,12,3,1,Wednesday,Morning,No,No
YES,35,1,4,5,Saturday,Evening,No,No
No,28,6,4,4,Thursday,Forenoon,No,No
YES,27,12,1,2,Saturday,Evening,No,Yes
No,21,19,5,1,Tuesday,Morning,No,No
No,23,15,1,7,Tuesday,Morning,No,No
YES,29,16,1,3,Sunday,Overnight,No,Yes
No,24,14,0,5,Wednesday,Forenoon,No,No
YES,26,16,1,1,Thursday,Afternoon,No,No
No,23,2,5,3,Wednesday,Morning,No,No
YES,36,3,1,10,Saturday,Evening,No,No
No,29,9,4,2,Friday,Afternoon,No,No
YES,25,12,0,9,Thursday,Forenoon,No,No
YES,24,4,5,5,Monday,Early Morning,No,No
No,27,20,3,3,Wednesday,Morning,No,No
YES,20,2,3,2,Friday,Afternoon,No,No
No,25,3,1,7,Tuesday,Morning,No,No
No,19,5,4,9,Thursday,Afternoon,No,No
No,17,17,4,5,Tuesday,Morning,No,No
No,32,2,3,1,Tuesday,Morning,No,No
YES,23,19,3,5,Wednesday,Forenoon,No,No
No,21,12,4,4,Thursday,Afternoon,No,No
No,21,10,2,9,Wednesday,Morning,No,No
YES,21,13,1,8,Monday,Early Morning,Yes,No
No,13,12,3,2,Tuesday,Morning,No,No
YES,26,17,2,4,Monday,Early Morning,Yes,No
No,21,8,1,2,Tuesday,Morning,No,No
YES,27,2,3,9,Friday,Afternoon,No,No
No,31,15,5,10,Saturday,Evening,No,Yes
No,25,4,4,5,Tuesday,Morning,No,No
YES,27,15,4,7,Saturday,Evening,No,No
No,33,5,3,2,Wednesday,Forenoon,No,No
YES,17,19,4,1,Friday,Afternoon,No,No
No,32,6,2,3,Saturday,Evening,No,Yes
YES,23,16,2,1,Sunday,Overnight,No,Yes
No,24,18,0,7,Thursday,Forenoon,No,No
YES,18,6,1,2,Friday,Afternoon,No,No
No,31,19,1,9,Friday,Afternoon,No,No
YES,27,15,5,8,Thursday,Afternoon,No,No
No,30,15,4,3,Saturday,Evening,No,No
YES,26,16,0,4,Thursday,Afternoon,No,No
No,33,19,4,9,Sunday,Overnight,No,Yes
YES,31,6,4,2,Sunday,Overnight,No,Yes
YES,26,9,5,6,Monday,Early Morning,Yes,No
YES,28,4,3,5,Sunday,Overnight,No,Yes
YES,25,19,3,8,Friday,Afternoon,No,No
YES,27,7,4,3,Tuesday,Morning,No,No
No,30,1,4,8,Wednesday,Forenoon,No,No
No,21,5,5,8,Friday,Afternoon,No,No
No,34,18,1,7,Saturday,Evening,No,No
YES,34,14,1,9,Sunday,Overnight,No,Yes
No,28,14,1,2,Tuesday,Morning,No,No
YES,20,4,4,3,Monday,Early Morning,No,No
No,24,1,2,5,Wednesday,Forenoon,No,No
YES,34,18,4,4,Sunday,Overnight,No,Yes
No,37,6,2,2,Tuesday,Morning,No,No
YES,21,5,3,2,Monday,Early Morning,Yes,No
No,32,14,3,3,Tuesday,Morning,No,No
YES,23,16,3,4,Saturday,Evening,No,No
YES,28,19,4,4,Tuesday,Morning,No,No
No,17,4,3,2,Saturday,Overnight,No,Yes
YES,22,13,2,3,Saturday,Evening,No,No
No,22,17,0,2,Sunday,Overnight,No,Yes
YES,24,12,2,4,Monday,Early Morning,Yes,No
YES,27,10,0,8,Sunday,Overnight,No,Yes
No,23,14,2,4,Wednesday,Forenoon,No,No
YES,26,2,2,5,Saturday,Evening,No,No
YES,27,9,3,6,Saturday,Evening,No,No
No,17,3,1,2,Saturday,Evening,No,No
No,29,14,1,9,Sunday,Overnight,No,Yes
No,23,2,5,5,Wednesday,Forenoon,No,No
YES,27,18,4,10,Thursday,Afternoon,No,No
No,19,14,1,6,Saturday,Evening,No,Yes
YES,33,16,4,6,Monday,Early Morning,Yes,No
YES,17,10,1,2,Friday,Afternoon,No,No
YES,30,17,0,4,Sunday,Overnight,No,Yes
No,22,5,3,7,Monday,Early Morning,No,No
YES,30,20,4,6,Friday,Afternoon,No,No
YES,21,2,5,7,Sunday,Overnight,No,Yes
No,26,13,1,9,Tuesday,Morning,No,No
No,16,12,0,2,Thursday,Afternoon,No,No
YES,28,15,2,9,Friday,Afternoon,No,No
YES,26,4,3,7,Saturday,Evening,No,No
No,15,16,5,6,Wednesday,Morning,No,No
No,15,18,3,9,Thursday,Afternoon,No,No
YES,29,11,0,7,Monday,Early Morning,No,No
No,19,2,3,6,Tuesday,Morning,No,No
No,26,2,4,5,Thursday,Afternoon,No,No
No,22,20,0,7,Wednesday,Morning,No,No
YES,34,17,5,2,Friday,Afternoon,No,No
No,16,3,3,6,Tuesday,Morning,No,No
YES,26,7,1,2,Monday,Early Morning,Yes,No
No,17,17,2,1,Wednesday,Morning,No,No
No,28,2,1,1,Saturday,Evening,No,Yes
YES,27,17,3,1,Tuesday,Morning,No,No
YES,14,3,2,5,Thursday,Forenoon,No,No
No,27,20,2,8,Tuesday,Morning,No,No
No,22,19,3,6,Friday,Evening,No,No
YES,22,5,1,10,Monday,Early Morning,Yes,No
No,32,14,3,7,Wednesday,Morning,No,No
No,23,2,5,3,Saturday,Evening,No,Yes
YES,29,7,4,3,Sunday,Overnight,No,Yes
YES,15,19,3,5,Sunday,Overnight,No,Yes
YES,30,5,4,2,Friday,Evening,No,No
YES,30,13,4,6,Sunday,Overnight,No,Yes
No,34,19,3,4,Wednesday,Forenoon,No,No
YES,23,5,3,2,Saturday,Evening,No,No
No,27,14,2,1,Tuesday,Morning,No,No
YES,27,13,2,6,Wednesday,Forenoon,No,No
No,24,16,1,5,Saturday,Evening,No,No
YES,18,7,0,4,Wednesday,Forenoon,No,No
No,24,3,1,10,Wednesday,Forenoon,No,No
YES,21,6,4,8,Sunday,Overnight,No,Yes
YES,28,2,2,9,Saturday,Evening,No,No
YES,14,2,2,9,Wednesday,Morning,No,No
No,20,12,0,4,Saturday,Evening,No,No
YES,28,2,2,3,Sunday,Overnight,No,Yes
No,22,4,0,4,Sunday,Overnight,No,Yes
No,27,12,3,7,Saturday,Evening,No,No
No,15,18,2,6,Saturday,Evening,No,No
YES,32,15,4,5,Thursday,Afternoon,No,No
No,18,5,1,2,Wednesday,Forenoon,No,No
No,30,2,2,3,Wednesday,Morning,No,No
YES,32,13,2,9,Friday,Afternoon,No,No
YES,27,6,4,4,Thursday,Afternoon,No,No
No,22,19,1,7,Friday,Afternoon,No,No
YES,26,16,2,9,Sunday,Overnight,No,Yes
YES,24,14,4,2,Sunday,Overnight,No,Yes
No,25,12,2,4,Friday,Evening,No,No
No,26,19,5,7,Sunday,Overnight,No,Yes
YES,21,13,2,6,Tuesday,Morning,No,No
No,33,18,5,9,Tuesday,Morning,No,No
YES,26,13,4,4,Friday,Afternoon,No,No
No,28,2,0,4,Saturday,Evening,No,Yes
No,26,17,4,1,Tuesday,Morning,No,No
YES,23,1,5,1,Monday,Early Morning,Yes,No
No,16,7,5,9,Wednesday,Morning,No,No
No,37,20,3,4,Wednesday,Forenoon,No,No
No,31,9,3,7,Saturday,Evening,No,No
YES,24,11,3,2,Monday,Early Morning,No,No
No,19,16,5,1,Sunday,Overnight,No,Yes
YES,19,15,3,3,Saturday,Evening,No,No
No,24,12,2,1,Sunday,Overnight,No,Yes
No,29,11,2,4,Sunday,Overnight,No,Yes
YES,22,9,2,3,Thursday,Forenoon,No,No
YES,23,8,1,2,Saturday,Evening,No,No
YES,39,1,1,3,Tuesday,Morning,No,No
YES,9,5,3,5,Wednesday,Morning,No,No
No,33,1,1,4,Wednesday,Morning,No,No
YES,26,14,5,7,Thursday,Afternoon,No,No
YES,21,12,5,6,Saturday,Evening,No,No
YES,28,9,3,3,Wednesday,Forenoon,No,No
No,20,8,3,6,Wednesday,Forenoon,No,No
No,19,14,1,9,Saturday,Evening,No,Yes
No,31,19,2,2,Tuesday,Early Morning,No,No
No,28,11,0,7,Saturday,Overnight,No,Yes
YES,30,19,5,10,Sunday,Overnight,No,Yes
YES,24,15,4,8,Saturday,Evening,No,No
No,21,8,3,2,Wednesday,Forenoon,No,No
No,26,12,4,7,Wednesday,Forenoon,No,No
YES,30,11,5,4,Saturday,Evening,No,No
YES,31,2,0,7,Friday,Afternoon,No,No
No,15,10,4,7,Thursday,Afternoon,No,No
No,27,15,3,1,Wednesday,Forenoon,No,No
YES,32,14,2,4,Thursday,Afternoon,No,No
YES,26,6,4,9,Thursday,Forenoon,No,No
No,22,2,2,8,Friday,Afternoon,No,No
No,33,8,4,3,Wednesday,Morning,No,No
YES,16,14,3,2,Friday,Afternoon,No,No
YES,18,3,2,8,Saturday,Evening,No,No
No,21,1,4,8,Saturday,Evening,No,Yes
YES,25,15,2,2,Wednesday,Forenoon,No,No
YES,23,13,3,5,Sunday,Overnight,No,Yes
YES,31,15,2,9,Sunday,Overnight,No,Yes
No,29,18,2,1,Friday,Afternoon,No,No
YES,31,3,4,2,Sunday,Overnight,No,Yes
No,24,13,2,1,Monday,Early Morning,Yes,No
YES,35,16,3,1,Thursday,Afternoon,No,No
YES,21,16,3,6,Friday,Afternoon,No,No
YES,38,2,1,10,Monday,Early Morning,Yes,No
YES,26,13,0,3,Thursday,Forenoon,No,No
YES,34,4,5,5,Friday,Afternoon,No,No
YES,31,14,3,3,Wednesday,Morning,No,No
No,29,16,2,9,Tuesday,Early Morning,No,No
YES,23,15,1,10,Tuesday,Morning,No,No
No,29,6,3,6,Wednesday,Forenoon,No,No
No,26,17,2,1,Wednesday,Forenoon,No,No
YES,26,15,4,8,Sunday,Overnight,No,Yes
YES,28,14,3,8,Thursday,Afternoon,No,No
YES,29,18,1,3,Thursday,Forenoon,No,No
No,22,4,3,9,Tuesday,Morning,No,No
YES,27,18,3,6,Monday,Early Morning,No,No
YES,18,19,3,9,Monday,Early Morning,Yes,No
YES,32,18,3,2,Sunday,Overnight,No,Yes
No,25,12,4,4,Tuesday,Morning,No,No
No,29,16,4,5,Sunday,Overnight,No,Yes
YES,18,3,2,7,Thursday,Afternoon,No,No
YES,25,16,5,7,Thursday,Afternoon,No,No
No,24,3,3,3,Saturday,Evening,No,No
YES,29,20,0,4,Thursday,Forenoon,No,No
YES,42,8,2,7,Sunday,Overnight,No,Yes
YES,28,2,3,7,Saturday,Evening,No,No
YES,15,10,4,8,Sunday,Overnight,No,Yes
YES,32,9,1,9,Thursday,Afternoon,No,No
YES,33,13,3,4,Tuesday,Early Morning,No,No
YES,32,5,4,3,Wednesday,Morning,No,No
YES,29,11,1,2,Friday,Afternoon,No,No
YES,27,7,2,9,Monday,Early Morning,No,No
No,18,17,3,2,Thursday,Forenoon,No,No
YES,26,5,2,3,Thursday,Afternoon,No,No
No,25,15,3,4,Sunday,Overnight,No,Yes
YES,24,14,1,8,Monday,Early Morning,Yes,No
YES,26,2,5,7,Sunday,Overnight,No,Yes
YES,26,5,2,9,Monday,Early Morning,Yes,No
YES,29,17,0,3,Saturday,Evening,No,No
YES,25,10,5,6,Friday,Evening,No,No
No,26,20,1,9,Tuesday,Morning,No,No
YES,19,16,2,8,Friday,Afternoon,No,No
No,16,10,4,7,Thursday,Forenoon,No,No
YES,32,6,2,8,Saturday,Evening,No,Yes
YES,19,16,2,2,Sunday,Overnight,No,Yes
YES,20,1,0,8,Monday,Early Morning,No,No
YES,22,10,2,8,Friday,Evening,No,No
YES,32,13,4,2,Sunday,Overnight,No,Yes
No,19,14,3,10,Thursday,Forenoon,No,No
YES,32,12,2,1,Monday,Early Morning,Yes,No
YES,37,10,5,3,Tuesday,Morning,No,No
No,24,11,0,8,Thursday,Afternoon,No,No
YES,19,10,2,3,Friday,Afternoon,No,No
No,24,10,2,8,Thursday,Afternoon,No,No
YES,15,7,4,9,Tuesday,Morning,No,No
YES,30,3,2,10,Thursday,Afternoon,No,No
No,31,19,4,3,Tuesday,Morning,No,No
YES,20,1,3,3,Tuesday,Morning,No,No
YES,30,4,5,1,Saturday,Evening,No,No
No,19,7,3,9,Friday,Afternoon,No,No
YES,24,5,0,2,Monday,Early Morning,Yes,No
YES,22,12,5,6,Saturday,Evening,No,No
No,21,15,2,5,Thursday,Afternoon,No,No
YES,23,17,0,1,Friday,Evening,No,No
No,29,5,3,1,Wednesday,Forenoon,No,No
YES,21,18,1,7,Friday,Evening,No,No
No,24,9,4,5,Wednesday,Forenoon,No,No
YES,20,11,2,5,Sunday,Overnight,No,Yes
No,27,6,4,4,Friday,Evening,No,No
YES,22,9,2,5,Friday,Afternoon,No,No
YES,23,5,1,5,Friday,Afternoon,No,No
YES,23,7,2,6,Wednesday,Forenoon,No,No
No,25,3,3,2,Wednesday,Forenoon,No,No
YES,27,19,2,6,Thursday,Forenoon,No,No
YES,36,1,1,5,Thursday,Afternoon,No,No
YES,29,13,2,8,Wednesday,Morning,No,No
YES,24,16,0,3,Saturday,Evening,No,No
YES,23,13,5,6,Tuesday,Morning,No,No
No,21,2,1,4,Wednesday,Forenoon,No,No
No,25,12,1,1,Friday,Evening,No,No
YES,21,14,3,5,Monday,Early Morning,Yes,No
YES,24,6,3,2,Thursday,Afternoon,No,No
YES,22,12,2,7,Friday,Afternoon,No,No
YES,23,3,1,4,Tuesday,Morning,No,No
YES,24,3,1,9,Sunday,Overnight,No,Yes
YES,27,4,5,1,Friday,Afternoon,No,No
YES,25,6,2,4,Monday,Early Morning,No,No
No,22,13,3,5,Friday,Afternoon,No,No
No,17,6,2,3,Saturday,Evening,No,No
No,22,17,4,7,Thursday,Afternoon,No,No
YES,22,1,5,8,Tuesday,Morning,No,No
No,22,18,5,6,Wednesday,Morning,No,No
YES,24,11,4,7,Thursday,Forenoon,No,No
YES,21,19,3,6,Saturday,Evening,No,No
YES,26,6,4,5,Tuesday,Early Morning,No,No
No,23,19,1,7,Wednesday,Forenoon,No,No
YES,37,19,2,9,Tuesday,Morning,No,No
YES,25,18,2,10,Friday,Afternoon,No,No
No,26,14,2,3,Saturday,Overnight,No,Yes
No,27,5,2,9,Wednesday,Forenoon,No,No
No,32,3,0,1,Tuesday,Morning,No,No
No,30,6,4,1,Saturday,Evening,No,No
YES,23,12,4,9,Monday,Early Morning,Yes,No
YES,24,3,0,9,Friday,Afternoon,No,No
YES,34,3,1,7,Monday,Early Morning,Yes,No
No,27,13,5,7,Saturday,Evening,No,Yes
YES,23,10,2,7,Monday,Early Morning,Yes,No
YES,24,2,2,3,Monday,Early Morning,No,No
YES,21,11,3,8,Friday,Afternoon,No,No
No,28,17,2,4,Tuesday,Morning,No,No
YES,21,12,1,6,Monday,Early Morning,Yes,No
YES,29,8,3,4,Monday,Early Morning,Yes,No
No,33,5,1,4,Thursday,Forenoon,No,No
No,25,4,1,3,Saturday,Evening,No,No
YES,35,3,2,3,Sunday,Overnight,No,Yes
YES,27,2,3,8,Monday,Early Morning,No,No
YES,29,12,2,9,Wednesday,Forenoon,No,No
No,25,10,4,8,Wednesday,Morning,No,No
No,23,5,1,2,Friday,Afternoon,No,No
No,24,11,2,3,Wednesday,Morning,No,No
No,23,16,4,8,Tuesday,Morning,No,No
No,25,7,3,3,Sunday,Overnight,No,Yes
No,27,19,2,1,Tuesday,Morning,No,No
YES,30,4,4,7,Sunday,Overnight,No,Yes
YES,17,8,5,4,Sunday,Overnight,No,Yes
YES,34,19,0,9,Saturday,Evening,No,No
YES,28,5,1,2,Monday,Early Morning,Yes,No
No,24,11,5,7,Tuesday,Morning,No,No
No,39,14,3,6,Wednesday,Forenoon,No,No
No,21,10,4,5,Wednesday,Morning,No,No
No,20,7,1,8,Tuesday,Morning,No,No
No,27,6,0,2,Wednesday,Forenoon,No,No
YES,25,15,4,4,Saturday,Evening,No,No
YES,21,9,0,6,Friday,Afternoon,No,No
No,22,18,4,3,Saturday,Evening,No,Yes
No,26,12,2,7,Saturday,Evening,No,No
YES,26,9,2,2,Monday,Early Morning,Yes,No
No,30,19,3,2,Friday,Afternoon,No,No
No,19,11,4,6,Thursday,Afternoon,No,No
YES,32,1,1,8,Monday,Early Morning,Yes,No
YES,22,3,4,10,Monday,Early Morning,Yes,No
YES,30,8,4,9,Wednesday,Forenoon,No,No
YES,18,8,4,7,Sunday,Overnight,No,Yes
No,30,13,2,1,Thursday,Afternoon,No,No
No,23,13,3,3,Wednesday,Forenoon,No,No
No,31,2,0,8,Wednesday,Forenoon,No,No
No,29,15,1,5,Friday,Evening,No,No
No,21,6,0,6,Tuesday,Morning,No,No
YES,30,6,1,7,Wednesday,Morning,No,No
No,25,19,2,6,Thursday,Forenoon,No,No
YES,23,8,3,3,Monday,Early Morning,No,No
YES,28,10,0,9,Sunday,Overnight,No,Yes
YES,22,8,3,8,Tuesday,Morning,No,No
YES,24,5,2,8,Wednesday,Forenoon,No,No
YES,24,14,5,5,Tuesday,Morning,No,No
YES,29,5,3,3,Sunday,Overnight,No,Yes
YES,33,8,2,10,Thursday,Afternoon,No,No
No,25,20,2,10,Wednesday,Forenoon,No,No
YES,19,11,3,2,Monday,Early Morning,Yes,No
No,27,12,1,5,Wednesday,Forenoon,No,No
YES,25,11,4,3,Monday,Early Morning,Yes,No
YES,33,17,1,3,Sunday,Overnight,No,Yes
YES,31,6,0,7,Tuesday,Early Morning,No,No
YES,17,18,5,2,Friday,Afternoon,No,No
No,29,1,2,2,Saturday,Evening,No,No
No,22,6,0,9,Wednesday,Forenoon,No,No
No,19,11,2,5,Wednesday,Forenoon,No,No
YES,25,17,1,10,Tuesday,Morning,No,No
YES,21,14,1,10,Thursday,Forenoon,No,No
No,24,8,4,1,Wednesday,Forenoon,No,No
No,23,19,3,7,Saturday,Evening,No,Yes
No,27,8,3,2,Saturday,Evening,No,No
No,28,6,0,8,Wednesday,Forenoon,No,No
YES,32,19,4,3,Friday,Afternoon,No,No
YES,23,19,1,6,Friday,Afternoon,No,No
YES,14,20,3,10,Wednesday,Forenoon,No,No
No,21,9,0,8,Saturday,Overnight,No,Yes
YES,24,4,2,1,Thursday,Afternoon,No,No
YES,23,11,5,2,Wednesday,Forenoon,No,No
YES,22,19,1,4,Sunday,Overnight,No,Yes
YES,26,17,4,7,Saturday,Evening,No,Yes
YES,22,20,4,7,Saturday,Evening,No,No
YES,28,8,4,3,Monday,Early Morning,No,No
YES,23,3,1,8,Friday,Afternoon,No,No
No,27,14,1,6,Friday,Afternoon,No,No
YES,30,7,2,4,Friday,Afternoon,No,No
YES,22,16,5,8,Monday,Early Morning,No,No
No,27,19,3,2,Saturday,Evening,No,Yes
YES,30,9,1,6,Thursday,Afternoon,No,No
No,26,13,2,2,Friday,Afternoon,No,No
YES,28,9,5,3,Saturday,Evening,No,No
YES,14,19,1,4,Wednesday,Forenoon,No,No
YES,29,8,2,6,Saturday,Evening,No,No
No,29,3,4,10,Friday,Evening,No,No
YES,20,7,3,5,Thursday,Afternoon,No,No
No,26,20,1,6,Saturday,Evening,No,No
YES,22,7,3,4,Tuesday,Morning,No,No
YES,21,16,5,4,Thursday,Afternoon,No,No
YES,15,4,5,8,Thursday,Afternoon,No,No
YES,28,14,3,10,Saturday,Evening,No,No
YES,25,10,5,2,Monday,Early Morning,No,No
YES,26,5,2,3,Friday,Afternoon,No,No
YES,23,18,4,3,Friday,Afternoon,No,No
YES,21,9,3,3,Thursday,Forenoon,No,No
YES,29,8,3,5,Monday,Early Morning,No,No
No,31,19,1,8,Sunday,Overnight,No,Yes
YES,25,4,3,8,Friday,Afternoon,No,No
YES,26,2,2,10,Tuesday,Morning,No,No
YES,31,9,4,8,Thursday,Afternoon,No,No
YES,26,20,1,9,Thursday,Forenoon,No,No
YES,24,8,2,2,Thursday,Forenoon,No,No
No,25,16,0,10,Wednesday,Forenoon,No,No
YES,26,5,2,3,Monday,Early Morning,Yes,No
YES,23,18,3,2,Thursday,Forenoon,No,No
No,17,6,3,8,Friday,Evening,No,No
YES,26,5,1,6,Sunday,Overnight,No,Yes
No,26,15,3,3,Saturday,Evening,No,No
YES,24,3,4,2,Thursday,Forenoon,No,No
YES,30,12,2,5,Sunday,Overnight,No,Yes
No,17,15,1,7,Thursday,Afternoon,No,No
YES,17,13,1,5,Thursday,Afternoon,No,No
YES,29,20,3,6,Wednesday,Morning,No,No
YES,19,8,4,7,Monday,Early Morning,Yes,No
YES,31,14,0,2,Thursday,Forenoon,No,No
YES,22,15,4,4,Thursday,Forenoon,No,No
YES,31,17,0,2,Sunday,Overnight,No,Yes
No,29,16,3,7,Tuesday,Morning,No,No
YES,26,19,2,8,Sunday,Overnight,No,Yes
YES,23,4,3,10,Friday,Afternoon,No,No
No,28,2,4,9,Tuesday,Morning,No,No
YES,22,7,1,7,Monday,Early Morning,No,No
YES,25,18,3,3,Wednesday,Forenoon,No,No
No,25,7,4,9,Tuesday,Morning,No,No
YES,25,8,0,7,Sunday,Overnight,No,Yes
No,17,11,2,7,Sunday,Overnight,No,Yes
No,26,3,1,1,Saturday,Overnight,No,Yes
No,31,19,4,6,Friday,Evening,No,No
No,27,19,1,2,Saturday,Evening,No,No
YES,28,5,4,5,Saturday,Evening,No,No
YES,22,12,2,8,Thursday,Afternoon,No,No
YES,24,15,1,9,Monday,Early Morning,Yes,No
No,20,8,1,8,Tuesday,Morning,No,No
YES,25,19,4,6,Tuesday,Morning,No,No
YES,38,15,1,9,Sunday,Overnight,No,Yes
YES,19,16,0,2,Thursday,Afternoon,No,No
YES,19,20,2,10,Monday,Early Morning,No,No
YES,29,19,0,3,Saturday,Overnight,No,Yes
No,27,1,4,8,Wednesday,Forenoon,No,No
No,34,1,0,4,Thursday,Forenoon,No,No
YES,18,6,3,3,Saturday,Overnight,No,Yes
YES,23,3,2,6,Monday,Early Morning,Yes,No
No,25,3,5,9,Tuesday,Morning,No,No
YES,24,4,1,1,Friday,Evening,No,No
No,29,12,3,4,Thursday,Afternoon,No,No
YES,17,3,2,4,Monday,Early Morning,Yes,No
YES,15,11,2,7,Thursday,Forenoon,No,No
No,22,6,3,7,Wednesday,Forenoon,No,No
YES,28,13,5,6,Monday,Early Morning,Yes,No
YES,24,11,0,6,Friday,Afternoon,No,No
YES,25,17,5,5,Monday,Early Morning,No,No
YES,23,6,3,5,Monday,Early Morning,No,No
No,25,2,3,4,Sunday,Overnight,No,Yes
YES,25,5,5,3,Sunday,Overnight,No,Yes
YES,21,5,5,3,Thursday,Afternoon,No,No
YES,22,11,1,9,Saturday,Evening,No,No
No,27,2,4,10,Tuesday,Morning,No,No
YES,28,11,1,6,Tuesday,Morning,No,No
YES,22,11,3,7,Tuesday,Morning,No,No
YES,14,2,0,5,Saturday,Evening,No,No
No,33,11,1,2,Tuesday,Morning,No,No
No,28,20,1,4,Thursday,Forenoon,No,No
No,27,16,4,5,Thursday,Afternoon,No,No
No,18,17,2,9,Saturday,Evening,No,No
YES,20,4,3,5,Tuesday,Morning,No,No
YES,21,5,5,10,Friday,Evening,No,No
YES,27,2,3,5,Thursday,Afternoon,No,No
No,23,7,1,3,Tuesday,Early Morning,No,No
YES,27,9,1,2,Monday,Early Morning,Yes,No
No,31,6,4,10,Friday,Afternoon,No,No
No,26,13,3,7,Thursday,Afternoon,No,No
YES,19,2,1,2,Sunday,Overnight,No,Yes
YES,17,2,3,8,Tuesday,Early Morning,No,No
No,21,14,1,9,Wednesday,Morning,No,No
YES,23,6,3,4,Thursday,Forenoon,No,No
No,27,7,1,4,Tuesday,Morning,No,No
No,22,13,0,9,Wednesday,Forenoon,No,No
No,17,19,3,7,Sunday,Overnight,No,Yes
YES,18,18,3,4,Tuesday,Morning,No,No
No,22,16,3,2,Monday,Early Morning,No,No
No,15,6,2,5,Tuesday,Early Morning,No,No
No,23,17,1,2,Sunday,Overnight,No,Yes
YES,30,6,4,9,Sunday,Overnight,No,Yes
YES,26,8,2,8,Saturday,Evening,No,No
No,27,4,4,5,Friday,Afternoon,No,No
No,23,10,3,9,Wednesday,Forenoon,No,No
YES,26,5,3,10,Monday,Early Morning,Yes,No
YES,32,19,2,2,Monday,Early Morning,Yes,No
YES,23,14,3,10,Saturday,Evening,No,No
YES,24,5,3,7,Monday,Early Morning,Yes,No
YES,27,2,2,3,Sunday,Overnight,No,Yes
YES,30,13,0,7,Saturday,Evening,No,No
YES,18,12,3,6,Sunday,Overnight,No,Yes
YES,18,18,1,4,Sunday,Overnight,No,Yes
YES,32,14,2,7,Thursday,Afternoon,No,No
No,24,17,1,8,Tuesday,Morning,No,No
No,14,2,4,6,Thursday,Forenoon,No,No
No,26,14,3,7,Sunday,Overnight,No,Yes
YES,23,3,0,4,Monday,Early Morning,Yes,No
YES,20,1,1,1,Friday,Afternoon,No,No
